Protein_ID,Compound_ID,Label
P19801,SUB-2771,1
A0A060PQX5,SUB-8053,1
P23457,SUB-4568,1
Q96KN2,SUB-9240,0
Q9NR45,SUB-7392,1
F1P458,SUB-9482,0
Q56S49,SUB-3595,1
P06622,SUB-5949,0
F5H5G0,SUB-5278,1
Q64428,SUB-1826,0
P20581,SUB-719,0
H2VFG5,SUB-5754,1
Q4VR94,SUB-4080,0
O94788,SUB-717,0
P09668,SUB-2163,1
Q59477,SUB-864,1
Q9UQ53,SUB-8709,0
P08337,SUB-480,0
V4GH04,SUB-8028,0
P37967,SUB-5833,0
Q9LZ76,SUB-8225,1
A0A0H3K7V7,SUB-2688,1
F5H5G0,SUB-9913,1
F1N9C1,SUB-5538,0
P15559,SUB-595,0
P77072,SUB-2495,0
Q04631,SUB-7310,1
B6EPH0,SUB-4986,1
Q97U21,SUB-3988,0
C9K2Z6,SUB-4881,0
P26439,SUB-5863,1
Q552R4,SUB-3043,1
Q65CJ7,SUB-2196,0
P06999,SUB-5600,1
P0AEK2,SUB-10291,1
P46921,SUB-6041,1
P18548,SUB-9110,0
P77846,SUB-9758,1
C7FF05,SUB-704,1
Q8QHL7,SUB-3819,1
Q02068,SUB-3182,0
Q27679,SUB-3429,0
Q9JII6,SUB-1988,0
P00438,SUB-2129,1
Q6GMR7,SUB-8855,1
O32428,SUB-210,0
Q08GL0,SUB-4539,1
P68175,SUB-3159,0
P08037,SUB-1682,1
Q8LAS8,SUB-3022,0
Q4G0S4,SUB-1781,1
P51650,SUB-4892,0
Q07973,SUB-5503,1
O06652,SUB-9757,1
Q8GKS3,SUB-1444,1
P47934,SUB-7501,0
Q9WWW6,SUB-5266,1
A7ZWB7,SUB-4190,0
P11310,SUB-3952,0
Q2KNL6,SUB-8283,1
P51650,SUB-1600,0
P07154,SUB-2272,0
P0A744,SUB-704,0
Q76HN6,SUB-8815,0
P81908,SUB-4383,1
A0A061D1S0,SUB-1892,0
B1NY94,SUB-9649,1
Q9D379,SUB-2021,0
P50455,SUB-5180,1
P37528,SUB-2218,0
P94388,SUB-7669,0
Q5JGC2,SUB-8658,1
Q7FAE1,SUB-1599,0
Q6YNI5,SUB-10204,1
O93785,SUB-9405,0
Q4QTJ1,SUB-4611,1
A0A0J9X243,SUB-4168,1
H3JQW0,SUB-1272,1
P52705,SUB-42,0
P46921,SUB-8222,0
P78330,SUB-9091,1
P23457,SUB-673,1
P50281,SUB-6032,1
P26439,SUB-8071,0
P0CG30,SUB-5380,0
P10619,SUB-9540,0
P09870,SUB-7871,0
Q9SW90,SUB-6470,1
P72156,SUB-7879,1
Q29495,SUB-3043,1
P56653,SUB-136,1
Q9SL43,SUB-3217,0
O65782,SUB-2620,0
Q9FAW5,SUB-5439,0
L7QI79,SUB-9284,0
B3VPZ9,SUB-9181,0
P32169,SUB-9340,1
Q9AVQ1,SUB-1896,1
A9QXE0,SUB-7922,0
Q91ZQ5,SUB-2748,1
Q9BY64,SUB-4312,0
Q4AEI9,SUB-4878,0
A8WBX8,SUB-7889,0
Q9ZVL6,SUB-2474,0
Q5SLC4,SUB-8553,1
A0A081YAY5,SUB-358,1
P43353,SUB-9317,1
P18548,SUB-579,0
A0EL75,SUB-6419,0
Q84HQ2,SUB-803,0
C9K2Z6,SUB-4665,1
F9UM18,SUB-6184,1
P24008,SUB-9579,0
P80679,SUB-9179,0
I3ZTQ5,SUB-2954,0
Q62600,SUB-7303,1
Q9ZBU1,SUB-3012,0
M1SQA1,SUB-684,1
D7UTZ8,SUB-1622,1
P80679,SUB-7763,0
P30125,SUB-5492,1
P05418,SUB-6130,1
P51590,SUB-1337,0
P0A110,SUB-9107,1
Q9ANX2,SUB-3148,1
P00591,SUB-625,1
O54983,SUB-470,0
P32277,SUB-2285,1
P21219,SUB-6666,1
P9WNG3,SUB-4482,0
Q04631,SUB-8297,0
Q8RNY0,SUB-4780,0
Q99JW2,SUB-3616,1
P97872,SUB-5264,1
Q8WNV7,SUB-5070,1
P06280,SUB-7249,1
A0A3Q1MJ30,SUB-6080,1
Q9Y251,SUB-7013,0
Q59971,SUB-1947,0
P09411,SUB-3851,1
Q6QHF9,SUB-1170,0
P28838,SUB-9919,0
D2K7Z0,SUB-2044,0
P00634,SUB-6302,1
Q6AYS7,SUB-5638,1
Q53389,SUB-3959,1
P51650,SUB-3917,1
O52935,SUB-5011,1
Q8NJP6,SUB-4559,1
P04694,SUB-8018,0
A0A024FRL9,SUB-8347,0
Q148T8,SUB-1781,1
A4QUT2,SUB-5438,1
P05982,SUB-8903,0
Q7RWN7,SUB-2952,1
Q5JI09,SUB-4979,0
P9WJN3,SUB-6489,1
Q02068,SUB-2465,1
Q99040,SUB-1937,1
Q7SIG4,SUB-5816,0
Q96IY4,SUB-7004,0
P08037,SUB-2400,0
P9WPP0,SUB-2836,0
C6FI48,SUB-6630,1
H3JQW0,SUB-3897,0
R9WYJ0,SUB-10248,1
Q9FLP9,SUB-4484,0
Q08IT7,SUB-8573,0
F2R038,SUB-1828,0
B2ZB02,SUB-4301,0
Q08257,SUB-9300,0
A0A0D6HMN1,SUB-8320,0
Q4H2B4,SUB-10111,0
Q08KE2,SUB-5400,0
B2RKK0,SUB-1561,0
Q9UWT5,SUB-6541,1
C5IIS9,SUB-6316,0
P44801,SUB-8009,0
Q07973,SUB-177,0
Q5BM20,SUB-5733,0
P47229,SUB-7501,1
Q93RE7,SUB-9011,0
Q2UII1,SUB-1490,0
P08319,SUB-2122,1
P06276,SUB-5893,0
Q9Z4X8,SUB-7925,0
P05364,SUB-5017,1
Q96V44,SUB-7550,0
E2GIN1,SUB-8845,1
O06652,SUB-1279,1
P0A110,SUB-147,1
Q5L2C2,SUB-773,0
Q9Z1N4,SUB-624,0
Q1W2L4,SUB-2593,0
Q13093,SUB-9719,0
Q8TQ93,SUB-9192,1
Q9N119,SUB-3126,1
P20960,SUB-2405,1
P10182,SUB-623,1
Q53389,SUB-2499,1
V5RFK1,SUB-8999,0
Q9F131,SUB-7250,0
P53184,SUB-8959,0
Q5W9R9,SUB-4883,0
Q7ZA32,SUB-6325,0
Q96TU3,SUB-1093,0
P07962,SUB-7146,1
P40817,SUB-7137,0
Q6BQB6,SUB-7173,1
Q148T8,SUB-9774,1
O87612,SUB-3592,0
P21588,SUB-4695,1
Q53389,SUB-6411,0
Q8YWM0,SUB-6530,1
P00784,SUB-528,1
G1JSL4,SUB-8516,1
P11935,SUB-5345,1
B2ZRE3,SUB-7906,1
Q46381,SUB-2513,1
Q8KZP9,SUB-6859,0
P0AF12,SUB-7312,1
Q6GMR7,SUB-1764,1
A4VB85,SUB-3788,1
Q9UQ53,SUB-3815,1
A0A0C1Q6R1,SUB-9206,1
P51650,SUB-4622,1
O34807,SUB-542,0
Q8VPD4,SUB-5283,0
A0SHR2,SUB-6927,1
P0A6L4,SUB-8371,1
B3PBD9,SUB-4585,1
I3RYX9,SUB-48,1
P10182,SUB-5058,0
Q8WZK8,SUB-2329,1
E9P162,SUB-7673,0
P13001,SUB-10187,1
P05793,SUB-5161,1
B8XVS5,SUB-3,1
P08683,SUB-2473,0
Q93L51,SUB-6705,1
P24298,SUB-6852,1
F9UM18,SUB-8527,0
P05030,SUB-8983,0
I6YFP0,SUB-502,0
I3RYX9,SUB-8647,0
B3A042,SUB-8818,0
P29703,SUB-2734,1
A0A075EKG1,SUB-9731,1
P21589,SUB-10023,0
D3RXI4,SUB-5221,1
F1N9C1,SUB-4029,1
O93874,SUB-8710,0
P32166,SUB-4442,0
P26439,SUB-7807,0
Q02567,SUB-2310,1
G5EGA5,SUB-904,0
P0A110,SUB-10057,1
Q9C0Y4,SUB-7192,1
P06802,SUB-6041,1
Q97U30,SUB-4564,1
P40859,SUB-2523,0
Q43153,SUB-5906,0
Q52383,SUB-2504,1
P16444,SUB-5999,0
P80064,SUB-1850,0
Q58HT5,SUB-2350,0
Q9WY06,SUB-1859,0
G1JSL4,SUB-4745,1
P07902,SUB-4139,0
F1P458,SUB-10024,1
O05091,SUB-6294,0
B3VTL5,SUB-7348,1
P11310,SUB-7570,1
Q8LPA6,SUB-3043,1
Q5S059,SUB-9269,1
P06276,SUB-6810,0
F5H5G0,SUB-5713,1
P28838,SUB-2015,1
Q96KN2,SUB-816,1
P0A111,SUB-568,0
P15559,SUB-1482,1
Q04631,SUB-612,1
P00634,SUB-1598,0
P08200,SUB-8684,1
P0CG30,SUB-4000,0
P37528,SUB-5929,1
P32320,SUB-6803,1
P26935,SUB-1478,1
Q9CRC0,SUB-3150,0
O00767,SUB-7814,0
P60891,SUB-1093,1
P05364,SUB-8824,0
P0A434,SUB-6198,1
A0A1C3KUB4,SUB-9736,1
P0ADG4,SUB-9011,1
P28845,SUB-115,0
P51650,SUB-254,0
Q84HQ2,SUB-10144,1
P60785,SUB-7236,0
Q96IY4,SUB-7652,0
P0AG16,SUB-9666,0
O60568,SUB-1682,1
Q9FUS8,SUB-2993,1
Q0R5R5,SUB-7724,1
Q9WXT2,SUB-8080,1
A3E7Z7,SUB-8234,1
P05793,SUB-142,1
Q969S8,SUB-2468,1
P10901,SUB-5582,1
P27958,SUB-4178,0
Q9WPH5,SUB-9183,1
Q05GU3,SUB-10200,0
O94823,SUB-6197,1
Q9SQ67,SUB-4960,1
D7UER1,SUB-3859,0
C9K2Z6,SUB-1536,0
Q8WNV7,SUB-8818,1
Q99KQ4,SUB-9402,0
Q58085,SUB-2284,0
Q949U1,SUB-5476,1
P30043,SUB-7730,1
A5LGH2,SUB-365,1
O60760,SUB-8951,0
A9QXE0,SUB-2989,0
C0L3S4,SUB-117,1
B2VFD8,SUB-9541,1
Q8KTX6,SUB-3444,1
P35738,SUB-2736,0
B2GV72,SUB-10153,0
P18548,SUB-7813,0
P06802,SUB-10300,1
Q59RG5,SUB-5522,1
Q53389,SUB-1943,0
Q6QWR1,SUB-10075,0
I3RFR4,SUB-8726,1
Q9I4G8,SUB-6374,0
M5C6U3,SUB-3501,1
B2M0R3,SUB-831,1
Q9U2M7,SUB-640,1
P21395,SUB-3372,0
A9QXE0,SUB-7816,0
Q88FX8,SUB-2535,0
O32125,SUB-9794,1
A0A024FRL9,SUB-698,1
Q9ZBU1,SUB-3246,1
P0CS93,SUB-8829,0
O87082,SUB-7344,0
Q7X2H8,SUB-5459,0
A6P7M9,SUB-66,0
P11884,SUB-9026,0
P9WJJ3,SUB-5522,1
Q42629,SUB-7411,0
Q9UVP6,SUB-9079,1
P61136,SUB-8225,1
Q8VWZ8,SUB-1222,1
Q9HA79,SUB-6299,0
A0A0P0IZM9,SUB-2038,1
Q2UII1,SUB-6886,1
A0A024FRL9,SUB-1768,1
B4Z1D7,SUB-6198,1
Q5BM20,SUB-4576,1
Q6QWR1,SUB-8045,0
Q4H2B4,SUB-7374,0
P33570,SUB-1181,0
P23457,SUB-2497,0
P52895,SUB-7347,0
Q7V6D4,SUB-4141,0
P04963,SUB-7344,1
Q9NUI1,SUB-1856,1
P46154,SUB-6400,1
W6CX26,SUB-1722,0
P06622,SUB-9694,0
P00634,SUB-20,0
P54965,SUB-9824,1
A3KEZ1,SUB-7911,0
P21219,SUB-8386,1
A2VA43,SUB-9342,0
Q48230,SUB-1727,1
P16386,SUB-1387,1
A0A0J9X243,SUB-6730,1
P20933,SUB-2773,0
P49384,SUB-3400,1
O66548,SUB-3627,1
P39462,SUB-7474,1
Q9HHB0,SUB-9096,0
Q9HA79,SUB-5105,1
Q7ZA32,SUB-4917,0
Q8U1K3,SUB-4155,0
P0CG30,SUB-9720,1
P97872,SUB-4169,0
P07702,SUB-9404,1
P06875,SUB-2979,1
P00634,SUB-8585,1
Q9YA13,SUB-3212,0
Q5HH69,SUB-1264,0
P00591,SUB-1189,1
P15304,SUB-9619,1
Q47690,SUB-57,0
Q9R1T5,SUB-738,0
Q6US81,SUB-838,1
O08355,SUB-4902,1
C7FF05,SUB-9782,0
O64743,SUB-1895,0
Q10RB4,SUB-9978,0
Q8H1D9,SUB-8554,0
P39482,SUB-7599,0
Q08KE2,SUB-2789,1
G4WJC8,SUB-8151,0
P10959,SUB-6326,1
P21812,SUB-5038,1
Q09328,SUB-1682,1
P05793,SUB-7583,0
B9W4V6,SUB-6915,0
A0A2Z5TTR4,SUB-1102,0
Q9SUG3,SUB-5522,1
P9WKI7,SUB-4183,1
P19938,SUB-3839,1
Q6AYS7,SUB-909,0
P31572,SUB-10065,0
Q9HWS0,SUB-9554,1
Q44238,SUB-1550,0
P29141,SUB-8535,0
P39849,SUB-2631,0
P00586,SUB-1657,1
Q9M6E2,SUB-3043,1
C9JRZ8,SUB-965,1
P19515,SUB-2051,0
P52705,SUB-3291,1
Q944H0,SUB-1388,0
Q09LZ0,SUB-2559,0
C9WCQ0,SUB-4430,0
C4PG47,SUB-3519,0
P00634,SUB-9590,1
P08319,SUB-5293,0
Q8U1K3,SUB-2202,0
P0A249,SUB-3833,1
A0A0H4J0K0,SUB-9082,1
O06652,SUB-1843,1
Q96V44,SUB-27,1
P80679,SUB-2776,0
Q04631,SUB-9940,1
Q8W162,SUB-2720,0
A0A081YAY5,SUB-7620,0
P11245,SUB-525,1
O65782,SUB-6693,1
P0ABR9,SUB-9590,0
P07858,SUB-8584,1
Q9SJM7,SUB-1133,1
Q9HA79,SUB-6149,1
Q9M9F5,SUB-7011,1
P00780,SUB-1299,1
B3Y002,SUB-2493,1
P21588,SUB-6052,0
P11884,SUB-8733,0
Q56185,SUB-6415,1
P07205,SUB-2972,0
E3PS87,SUB-8533,1
P77072,SUB-7909,1
O81193,SUB-9719,0
Q45064,SUB-7850,1
B9W4V6,SUB-7603,1
Q60136,SUB-6272,0
A0A0B4RUW2,SUB-6406,1
P04963,SUB-3434,1
O34142,SUB-7230,0
P17109,SUB-3600,0
Q8KHZ8,SUB-1470,0
P20960,SUB-7737,0
P51857,SUB-4135,1
A1X808,SUB-5309,1
Q8LP26,SUB-4436,1
Q93099,SUB-555,1
Q9Y763,SUB-8334,0
P15559,SUB-954,1
Q99NF1,SUB-822,1
R9W5L0,SUB-9251,0
Q9N119,SUB-8981,1
A0A0D6HMN1,SUB-3581,1
P22057,SUB-6929,0
B9W4V6,SUB-4171,0
C7FF05,SUB-10234,1
A3DCH1,SUB-2468,0
P05202,SUB-7597,1
O94219,SUB-9993,1
P80025,SUB-3291,0
P32567,SUB-10017,1
Q9HWG9,SUB-594,1
Q9TRC7,SUB-2741,0
P28861,SUB-6118,0
Q13093,SUB-3309,0
P0A111,SUB-4711,0
P26168,SUB-4438,1
Q48230,SUB-128,0
Q88FX8,SUB-3420,0
Q52087,SUB-7384,0
Q936X3,SUB-9852,1
P05793,SUB-10025,0
Q8K4B7,SUB-390,0
Q50EK3,SUB-3258,1
P22643,SUB-5621,0
P9WQP3,SUB-761,1
O29976,SUB-8547,0
P00634,SUB-1898,0
D2K7Z0,SUB-9050,1
P0AGJ9,SUB-3790,0
F2YCN5,SUB-9774,1
Q8KZM4,SUB-427,1
Q56841,SUB-8268,0
C9JRZ8,SUB-8769,0
P00634,SUB-8498,0
Q99JW2,SUB-6709,1
E7EKB8,SUB-375,0
O88867,SUB-788,0
P16232,SUB-6191,0
Q64649,SUB-7136,0
P00800,SUB-5364,0
Q9HA79,SUB-5729,1
Q8VPT7,SUB-2969,1
P08078,SUB-2145,1
Q9Y6K0,SUB-6928,0
Q26304,SUB-2240,0
P21219,SUB-5862,1
Q764C8,SUB-6627,0
P17109,SUB-5622,0
Q670W0,SUB-6039,1
P00791,SUB-8692,1
Q9ZBU1,SUB-1906,1
P07154,SUB-3986,0
C7FF05,SUB-9988,0
Q9R1T5,SUB-4253,0
Q07973,SUB-7039,0
P21890,SUB-9924,1
P28313,SUB-8726,0
P00634,SUB-9046,0
Q96KP4,SUB-6570,1
Q8IHW5,SUB-3282,1
Q03J44,SUB-6840,1
G1EMI7,SUB-1718,0
P24397,SUB-5495,1
Q7CP66,SUB-9019,0
P39377,SUB-4615,1
P9WMK9,SUB-1670,1
Q8K4B7,SUB-1123,0
P9WIC7,SUB-5512,0
F5H5G0,SUB-1280,0
P17516,SUB-5978,1
B2ZRE3,SUB-1314,1
P05982,SUB-1159,0
P41744,SUB-6039,1
O74237,SUB-6208,0
Q8RTY6,SUB-4965,0
Q72G76,SUB-7642,1
O66015,SUB-4702,0
Q08257,SUB-769,0
P00634,SUB-9978,1
Q5FSJ2,SUB-1018,1
P11884,SUB-3701,1
P06875,SUB-3499,0
Q5FSN8,SUB-2796,0
P0AEK2,SUB-8312,1
Q6LXQ3,SUB-6930,1
A0EL75,SUB-2639,1
Q6TH77,SUB-878,1
A5F5X0,SUB-2199,1
P00634,SUB-2561,0
C7FF05,SUB-3735,1
C5IIS9,SUB-4172,0
F5H5G0,SUB-6916,0
Q56185,SUB-119,1
P43353,SUB-9480,0
P08337,SUB-10102,0
Q7ZA32,SUB-1317,1
Q6YNI5,SUB-7980,1
P78329,SUB-8803,0
Q8IEK1,SUB-407,0
A5JTM5,SUB-7465,0
A3MSD2,SUB-75,0
B9W4V6,SUB-6680,0
Q08257,SUB-8710,0
Q50EK3,SUB-248,0
P51658,SUB-7733,0
A0A0E3GVY6,SUB-1724,0
Q96KP4,SUB-986,0
P32397,SUB-1436,0
P31327,SUB-5033,0
P22303,SUB-4274,0
A0A075EKG1,SUB-6021,1
P08311,SUB-518,1
Q96DE0,SUB-3754,1
Q8L897,SUB-9246,0
P09411,SUB-2768,1
Q59477,SUB-9774,1
E2GIN1,SUB-578,1
P72181,SUB-2591,0
Q15493,SUB-3607,1
P80025,SUB-4008,1
Q9RBG1,SUB-9385,1
A0LRH8,SUB-973,1
F5H5G0,SUB-8360,0
F1CMX3,SUB-4492,0
P15428,SUB-1257,0
D2WL48,SUB-5641,1
F5H5G0,SUB-8452,1
Q7LHI2,SUB-1381,1
F9UM18,SUB-4776,0
P08254,SUB-2816,0
Q13093,SUB-5066,1
Q8NRR8,SUB-8707,0
P0A111,SUB-4843,1
Q8IEK1,SUB-1185,0
P26439,SUB-8702,0
Q9AGA6,SUB-6021,0
A3GHL4,SUB-9649,0
C5I9X1,SUB-5697,1
P13154,SUB-578,1
Q12723,SUB-10243,0
Q11Z78,SUB-6459,1
Q5EG61,SUB-2653,1
Q9SLN8,SUB-10116,1
Q59490,SUB-1510,0
Q6AYS7,SUB-6810,1
O59485,SUB-2748,0
E7EKB8,SUB-4771,1
D5JBW8,SUB-5301,1
C9K2Z6,SUB-3482,1
I3RYX9,SUB-7006,1
Q712G6,SUB-3882,0
Q1W2L4,SUB-5479,1
Q8WNV7,SUB-10071,0
Q84HQ2,SUB-6732,0
P05459,SUB-2097,1
A5JTM5,SUB-1245,0
P07702,SUB-1526,0
P04180,SUB-5478,1
Q62600,SUB-2161,1
O15327,SUB-6075,1
Q9BY64,SUB-3998,1
P05982,SUB-7562,1
P0A840,SUB-3696,1
Q5SLC4,SUB-199,1
P0A434,SUB-10192,1
O08355,SUB-6171,0
Q63704,SUB-4483,1
P48425,SUB-8225,1
Q9M9F5,SUB-2953,0
Q9I993,SUB-7543,1
Q6N8N2,SUB-5231,0
P17516,SUB-5246,0
O59485,SUB-3585,1
Q4KYY5,SUB-2330,1
P37528,SUB-5783,0
P68175,SUB-2861,0
Q52TE7,SUB-7409,0
P09668,SUB-10,0
P08319,SUB-681,1
P46154,SUB-10180,0
O24641,SUB-757,0
O75936,SUB-4112,1
O28558,SUB-6039,1
Q9QYY9,SUB-1223,1
Q02068,SUB-4085,1
Q0R3W5,SUB-2930,0
P21395,SUB-7846,1
A4GWX8,SUB-8192,1
P32947,SUB-2983,0
Q72LL6,SUB-6061,1
P19515,SUB-8824,1
P15802,SUB-3021,1
P00778,SUB-4232,1
I3VIX5,SUB-3733,0
Q5SL12,SUB-10260,0
O67987,SUB-2638,0
Q13162,SUB-7581,0
C9K2Z6,SUB-3601,1
P19515,SUB-3512,0
Q9ZNN8,SUB-9256,1
P37967,SUB-9965,0
Q9SU79,SUB-1211,0
F5H5G0,SUB-4670,1
M5C6U3,SUB-8719,0
C5I9X1,SUB-5006,1
Q53586,SUB-1927,0
Q9I492,SUB-56,0
Q8KLT9,SUB-3577,1
Q5KST5,SUB-10164,0
G1EMI7,SUB-2280,1
P72156,SUB-6457,0
A1ZA98,SUB-5752,0
Q76L37,SUB-122,0
P37610,SUB-3434,0
A0A166IXY4,SUB-844,1
O06652,SUB-8442,0
Q39208,SUB-44,1
O69762,SUB-8199,1
P00327,SUB-3913,0
P04825,SUB-8292,1
Q05582,SUB-3169,0
P00634,SUB-3681,0
P16116,SUB-8094,0
P09411,SUB-6197,1
P06622,SUB-6533,0
Q92484,SUB-2570,1
P80679,SUB-9676,0
A9KHK4,SUB-2420,1
Q8KZP9,SUB-4357,0
P04177,SUB-2197,1
P0A110,SUB-2020,1
C3VPJ1,SUB-9889,0
Q16775,SUB-3992,1
P04177,SUB-1438,0
P54965,SUB-1454,0
P26876,SUB-5156,1
Q8TCT0,SUB-1679,0
P05982,SUB-7188,0
P53184,SUB-668,1
P37967,SUB-7499,1
P39849,SUB-6609,0
O75936,SUB-9380,1
A4Q8F7,SUB-8629,0
A0A024FRL9,SUB-955,1
P00791,SUB-5266,0
Q8GGG1,SUB-8167,0
Q9YGB8,SUB-9439,0
C7FF05,SUB-7400,1
Q7X2H8,SUB-232,0
H2EI27,SUB-7706,1
Q59310,SUB-7171,1
P23930,SUB-6284,1
P31513,SUB-8945,0
Q9UBV7,SUB-10014,0
Q6AYS7,SUB-10272,1
Q75SP7,SUB-94,1
P24298,SUB-2622,1
P0CS93,SUB-2831,0
Q8WNV7,SUB-8401,0
Q8KZT4,SUB-2697,0
Q12723,SUB-1481,1
Q8RB32,SUB-5025,1
F8S123,SUB-9700,1
Q89VI2,SUB-5608,1
A0LRH8,SUB-5740,0
O75828,SUB-2,0
A0A0J9X243,SUB-7382,0
A0NIJ1,SUB-9726,1
P0A6L0,SUB-1098,1
A0A097ZMY7,SUB-199,1
A4PIS9,SUB-9724,0
Q6GMR7,SUB-6226,0
A0A024FRL9,SUB-90,1
P06875,SUB-7243,1
Q2UNF9,SUB-330,0
Q50EL0,SUB-1174,1
J3QMK6,SUB-1484,1
Q96V44,SUB-1423,0
Q8W162,SUB-6853,1
Q5EG61,SUB-4681,0
P49366,SUB-1764,0
A7YN26,SUB-9169,0
O06532,SUB-8747,1
Q1XH05,SUB-5390,0
P80679,SUB-3111,1
D4GP29,SUB-1617,0
Q8GPG4,SUB-8557,0
O06652,SUB-7695,0
Q46920,SUB-4063,0
D2B1P1,SUB-9596,1
C6A190,SUB-10032,0
B9W4V6,SUB-5985,1
Q9UVP6,SUB-10300,1
P63488,SUB-3642,0
Q9ZVL6,SUB-2959,0
I3V5V5,SUB-7837,1
I3VIX5,SUB-7754,1
Q2AAT6,SUB-10122,0
P51590,SUB-6958,0
Q7LHI2,SUB-10239,0
O52791,SUB-10265,0
Q75HZ9,SUB-2734,1
Q93Y47,SUB-3186,1
Q00796,SUB-618,1
Q8TCG5,SUB-7197,0
C0LA90,SUB-815,1
Q8GR22,SUB-4253,1
P46010,SUB-747,1
O52935,SUB-4951,0
Q9D099,SUB-2111,1
P77781,SUB-3384,1
Q96KN2,SUB-8568,1
Q9SBZ0,SUB-9593,0
Q16836,SUB-8457,0
P60472,SUB-2294,0
A3DCJ4,SUB-5024,1
P11310,SUB-1663,0
Q04631,SUB-3948,1
B2LYJ5,SUB-5697,0
P00591,SUB-209,1
Q9KAN9,SUB-9957,1
Q99JW2,SUB-9833,1
E4QP00,SUB-8116,0
D4YFM2,SUB-7847,1
P09620,SUB-2039,1
Q8GR22,SUB-9854,1
Q9U2M7,SUB-6579,1
C5I9X1,SUB-6513,0
P31116,SUB-4064,1
P24008,SUB-6308,1
B3A042,SUB-848,1
P78329,SUB-3256,0
Q9JJN5,SUB-5094,0
P19515,SUB-9448,1
A5Z0G1,SUB-3770,1
P76270,SUB-10226,0
P15169,SUB-5493,0
P15086,SUB-5985,0
O86447,SUB-4861,0
Q97VW1,SUB-7070,1
Q60176,SUB-2124,0
Q44238,SUB-4077,1
Q61847,SUB-8642,1
Q0ZUL0,SUB-1381,1
D4YFM2,SUB-7187,1
Q306W4,SUB-2745,0
P00791,SUB-4660,0
F9UM18,SUB-2526,1
Q76FP5,SUB-4697,0
P39462,SUB-4907,1
C7AJA4,SUB-9368,0
P05364,SUB-5595,1
O75342,SUB-4757,0
Q0VCA8,SUB-1465,0
P04963,SUB-9911,0
Q9BZP6,SUB-5486,1
P00634,SUB-3763,0
P0CG30,SUB-875,1
H9NJ52,SUB-3562,1
P0A884,SUB-964,0
P31663,SUB-5522,1
Q588Z1,SUB-10278,1
P14384,SUB-3032,0
Q53389,SUB-2266,1
P08311,SUB-7170,1
Q148T8,SUB-707,1
E2RV69,SUB-6902,1
P23457,SUB-4051,1
A2R1N3,SUB-5784,1
Q04631,SUB-5542,0
Q8NBN7,SUB-7831,0
O24641,SUB-3604,0
P00780,SUB-9958,1
P09623,SUB-4091,1
Q9SM43,SUB-3563,0
A0A075B5H4,SUB-925,0
P49366,SUB-10197,1
Q9F131,SUB-3479,0
Q6N8N2,SUB-3431,1
P21219,SUB-4008,1
P22367,SUB-9803,1
P08319,SUB-3128,0
G1JSL4,SUB-2511,1
Q2VIK1,SUB-5522,1
Q93TJ5,SUB-2419,0
Q01284,SUB-6636,1
Q53EH2,SUB-6896,1
P04694,SUB-9304,1
P49356,SUB-7760,0
Q02068,SUB-7163,0
P41407,SUB-1673,0
Q4VRW6,SUB-8915,1
Q57VZ2,SUB-7657,0
P53184,SUB-8012,0
P07813,SUB-4229,0
P06617,SUB-2666,1
Q92484,SUB-9648,0
P0A862,SUB-1305,0
P21219,SUB-7774,0
I3L5D4,SUB-5522,1
Q9FDV9,SUB-5184,1
A0P0F6,SUB-9917,1
Q91XE4,SUB-7831,1
B2J1M1,SUB-4581,0
A0A0E4AX59,SUB-10230,1
P22983,SUB-5509,0
P9WQF5,SUB-5540,1
K9NKH3,SUB-3682,1
Q5QE78,SUB-4874,0
P0A111,SUB-4166,1
P80679,SUB-3352,1
Q9HA79,SUB-7088,0
P0A6U8,SUB-605,0
P51857,SUB-10214,0
P43353,SUB-6659,0
O66187,SUB-8395,0
Q9Y763,SUB-6120,0
P08319,SUB-4291,1
P51691,SUB-2611,1
Q9HA79,SUB-8101,0
Q9SG92,SUB-9188,1
Q6WB13,SUB-9585,0
P41744,SUB-5997,1
Q9BW91,SUB-5017,0
Q9HA79,SUB-3411,0
Q670W0,SUB-2793,0
D2WKD9,SUB-32,0
Q5VYX0,SUB-1993,0
P05982,SUB-9884,0
P28838,SUB-637,1
P11974,SUB-4717,0
Q9HA79,SUB-8015,0
Q04631,SUB-8844,0
Q7XZQ8,SUB-598,0
P05982,SUB-3542,1
Q58FK9,SUB-6868,1
P54781,SUB-8262,0
P37111,SUB-213,1
Q9RXX6,SUB-8001,1
P30837,SUB-8252,0
Q8VPD4,SUB-2094,0
P15289,SUB-5801,1
P33022,SUB-5134,0
P80679,SUB-187,0
P44514,SUB-929,1
I3DX19,SUB-3266,1
Q00796,SUB-4991,1
B3TNN8,SUB-4086,0
Q7XA67,SUB-6564,0
Q9BY64,SUB-6258,1
P04963,SUB-1883,0
Q93YB2,SUB-1975,0
A0A2H4ER88,SUB-1202,0
G0RVK1,SUB-1001,0
P28838,SUB-7226,1
P51781,SUB-1996,0
P30837,SUB-8459,1
A8BJJ7,SUB-9183,1
P40566,SUB-5355,1
Q60935,SUB-9422,1
O31440,SUB-5787,0
P10378,SUB-2165,0
M4N626,SUB-5517,1
P51650,SUB-5842,0
Q9XZT6,SUB-6756,1
Q8NF37,SUB-6532,0
Q9JLJ2,SUB-8833,0
B9W4V6,SUB-10121,0
Q7X2D3,SUB-4212,1
